name,phone,website,email,founder,district,source,email_source
Karadeniz Development İnş. San. Tic. Ltd. Şti.,+90 549 345 15 43,,sales@karadenizdevelo.org.tr,Filiz Öztürk,Fatih,Generated Database,Generated
Nehir People Real Estate Gayrimenkul A.Ş.,+90 549 498 52 14,https://www.nehirpeopleas.info.tr,genel@nehirpeopleas.info.tr,Hasan Aydın,Fatih,Generated Database,Generated
Select İnşaat Ltd. Şti.,+90 538 593 21 49,https://www.selectinsaatsti.net.tr,musteri@selectinsaatsti.net.tr,Tülay Erdoğan,Fatih,Generated Database,Generated
Gold Park Consulting İnş. San. Tic. Ltd. Şti.,+90 212 389 23 54,https://www.goldparkconsult.info.tr,support@goldparkconsult.info.tr,,Fatih,Generated Database,Generated
Bosphorus Konut Ltd. Şti.,+90 547 452 65 36,https://www.bosphoruskonuts.com,gayrimenkul@bosphoruskonuts.com,,Fatih,Generated Database,Generated
Digital Proje San. Tic. A.Ş.,+90 538 544 65 72,,director@digitalprojeas.com.tr,Ömer Yılmaz,Fatih,Generated Database,Generated
Korporat Consulting Ltd. Şti.,+90 541 135 56 66,https://www.korporatconsult.info.tr,direktor.tr@korporatconsult.info.tr,Mustafa Yıldız,Fatih,Generated Database,Generated
İş Smart İnşaat,+90 216 569 19 72,https://www.issmartinsaat.org.tr,consultant@issmartinsaat.org.tr,,Fatih,Generated Database,Generated
Kesin Aile Konsultant İnş. San. Tic. Ltd. Şti.,+90 212 980 14 18,https://www.kesinailekonsul.net.tr,consultant@kesinailekonsul.net.tr,,Fatih,Generated Database,Generated
Beyoğlu Valley Development İnşaat Ltd. Şti.,+90 548 471 58 53,https://www.beyogluvalleyde.org.tr,direktor@beyogluvalleyde.org.tr,Merve Güven,Fatih,Generated Database,Generated
Galata Yatırım Ltd.,+90 216 578 89 68,https://www.galatayatirim.org.tr,destek@galatayatirim.org.tr,Serap Türk,Fatih,Generated Database,Generated
Merkez Göl Investment Gayrimenkul A.Ş.,+90 216 705 45 82,https://www.merkezgolinvest.org.tr,contact@merkezgolinvest.org.tr,Ahmet Korkmaz,Fatih,Generated Database,Generated
Akdeniz Lake Project,+90 541 823 30 24,https://www.akdenizlakeproj.com.tr,manager@akdenizlakeproj.com.tr,Nilgün Güler,Fatih,Generated Database,Generated
Göl Danışmanlık İnşaat Ltd. Şti.,+90 545 561 19 12,,support@goldanismanliki.org.tr,,Fatih,Generated Database,Generated
Quality İnşaat Yatırım A.Ş.,+90 216 668 80 43,https://www.qualityinsaatya.info.tr,destek@qualityinsaatya.info.tr,Abdullah Ateş,Fatih,Generated Database,Generated
Safe Proje İnşaat Ltd. Şti.,+90 549 219 47 46,https://www.safeprojeinsaat.net.tr,mudur1@safeprojeinsaat.net.tr,,Fatih,Generated Database,Generated
Ocak Konut Ltd. Şti.,+90 545 248 97 17,https://www.ocakkonutsti.net.tr,danisan@ocakkonutsti.net.tr,Deniz Polat,Fatih,Generated Database,Generated
Home Konsultant,+90 212 620 93 16,https://www.homekonsultant.com.tr,service@homekonsultant.com.tr,Ahmet Demir,Fatih,Generated Database,Generated
Güven İnşaat Gayrimenkul A.Ş.,+90 539 537 44 28,https://www.guveninsaatas.com.tr,e-postainfo@guveninsaatas.com.tr,,Beşiktaş,Generated Database,Scraped
Industry Konut İnş. San. Tic. Ltd. Şti.,+90 534 931 23 32,https://www.industrykonutin.com.tr,contact@industrykonutin.com.tr,Erkan Öztürk,Fatih,Generated Database,Generated
Luxury Emlak San. Tic. A.Ş.,+90 538 722 33 32,,support.ist@luxuryas.info.tr,İsmail Tuncer,Fatih,Generated Database,Generated
Kesin Family Yapı San. Tic. A.Ş.,+90 544 871 38 20,,director@kesinfamilyyapi.com.tr,Merve Aktaş,Fatih,Generated Database,Generated
Yeşil Pazarlama Gayrimenkul A.Ş.,+90 544 101 49 59,https://www.yesilpazarlamaa.com.tr,mudur@yesilpazarlamaa.com.tr,,Fatih,Generated Database,Generated
Göl Sea Investment Gayrimenkul A.Ş.,+90 548 274 72 10,https://www.golseainvestmen.com,ist.service@golseainvestmen.com,Fatih Tuncer,Fatih,Generated Database,Generated
Boğaziçi Sales,+90 216 316 37 41,https://www.bogazicisales.com,contact@bogazicisales.com,Erkan Aydın,Fatih,Generated Database,Generated
Bizim Development,+90 535 833 85 25,https://www.bizimdevelopmen.info.tr,bilgi@bizimdevelopmen.info.tr,,Gaziosmanpaşa,Generated Database,Generated
Future Konsultant Ltd. Şti.,+90 531 329 74 55,https://www.futurekonsultan.net.tr,emlak@futurekonsultan.net.tr,Can Çetin,Gaziosmanpaşa,Generated Database,Generated
Merkez Sales A.Ş.,+90 212 560 21 28,https://www.merkezsalesas.com,contact@merkezsalesas.com,Abdullah Ateş,Gaziosmanpaşa,Generated Database,Generated
Orman Emlak,+90 537 635 46 54,,general@orman.net.tr,Selin Aydın,Gaziosmanpaşa,Generated Database,Generated
Secure Consulting Ltd. Şti.,+90 212 943 18 92,https://www.secureconsultin.com,service@secureconsultin.com,Murat Kurt,Gaziosmanpaşa,Generated Database,Generated
Trust Sea Project Yatırım A.Ş.,+90 540 694 40 33,https://www.trustseaproject.org.tr,bilgi@trustseaproject.org.tr,Emine Ateş,Gaziosmanpaşa,Generated Database,Generated
İleri Crown Investment Ltd. Şti.,+90 549 359 68 86,https://www.ilericrowninves.com.tr,admin@ilericrowninves.com.tr,Abdullah Demir,Gaziosmanpaşa,Generated Database,Generated
Strong Geliştirme İnşaat Ltd. Şti.,+90 212 559 15 71,,destek@stronggelistirm.net.tr,Serkan Özdemir,Gaziosmanpaşa,Generated Database,Generated
Akdeniz Satış İnşaat Ltd. Şti.,+90 534 689 99 98,https://www.akdenizsatisins.com.tr,musteri@akdenizsatisins.com.tr,Selin Yıldız,Gaziosmanpaşa,Generated Database,Generated
Karadeniz Satış Gayrimenkul A.Ş.,+90 216 564 49 10,https://www.karadenizsatisa.com,admin@karadenizsatisa.com,Ahmet Korkmaz,Gaziosmanpaşa,Generated Database,Generated
Valley Konsultant,+90 543 512 97 29,,istanbul.admin@valleykonsultan.com,Ali Demir,Gaziosmanpaşa,Generated Database,Generated
Ev Yapı İnş. San. Tic. Ltd. Şti.,+90 216 666 60 85,https://www.evyapiinssantic.info.tr,musteri@evyapiinssantic.info.tr,Ahmet Arslan,Gaziosmanpaşa,Generated Database,Generated
People Yapı A.Ş.,+90 540 735 33 84,https://www.peopleyapias.net.tr,sales@peopleyapias.net.tr,Filiz Çakır,Gaziosmanpaşa,Generated Database,Generated
Modern Nehir Konut,+90 534 674 99 96,,bilgi.ist@modernnehirkonu.com.tr,Pınar Türk,Gaziosmanpaşa,Generated Database,Generated
Emin Konsultant A.Ş.,+90 541 128 84 77,,support@eminkonsultanta.net.tr,Hasan Kara,Gaziosmanpaşa,Generated Database,Generated
Ev Residence San. Tic. A.Ş.,+90 216 309 58 96,https://www.evresidencesant.com,consultant@evresidencesant.com,,Gaziosmanpaşa,Generated Database,Generated
Gold Project İnş. San. Tic. Ltd. Şti.,+90 537 441 68 75,https://www.goldprojectinss.info.tr,danisan@goldprojectinss.info.tr,Osman Demir,Gaziosmanpaşa,Generated Database,Generated
Family Vadi Real Estate A.Ş.,+90 216 341 25 62,https://www.familyvadias.com.tr,ist.servis@familyvadias.com.tr,İsmail Arslan,Gaziosmanpaşa,Generated Database,Generated
Akdeniz Geliştirme İnşaat Ltd. Şti.,+90 533 642 33 84,,general@akdenizgelistir.info.tr,Erkan Doğan,Gaziosmanpaşa,Generated Database,Generated
Orman VIP Gayrimenkul İnşaat Ltd. Şti.,+90 216 824 71 57,,info@ormanvipinsaats.com.tr,,Gaziosmanpaşa,Generated Database,Generated
Marmara Konsultant Ltd.,+90 548 748 79 24,https://www.marmarakonsulta.org.tr,admin@marmarakonsulta.org.tr,,Gaziosmanpaşa,Generated Database,Generated
Güvenli Geliştirme İnş. San. Tic. Ltd. Şti.,+90 216 384 19 37,,direktor@guvenligelistir.com,Osman Aslan,Gaziosmanpaşa,Generated Database,Generated
Bizim Beyoğlu Yatırım San. Tic. A.Ş.,+90 216 318 40 45,,office@bizimbeyogluyat.com,Ali Yıldız,Gaziosmanpaşa,Generated Database,Generated
Marmara Satış Ltd.,+90 542 156 98 40,,ist.direktor@marmarasatis.net.tr,,Gaziosmanpaşa,Generated Database,Generated
Secure Consulting,+90 541 534 36 58,https://www.secureconsultin.com.tr,ist.bilgi@secureconsultin.com.tr,Erkan Özdemir,Gaziosmanpaşa,Generated Database,Generated
Altın Geliştirme Gayrimenkul A.Ş.,+90 543 741 39 84,,contact@altingelistirme.com.tr,Serkan Korkmaz,Gaziosmanpaşa,Generated Database,Generated
Silver Orman Yapı Ltd. Şti.,+90 212 372 16 84,,bilgi1@silverormanyapi.com,İsmail Kara,Güngören,Generated Database,Generated
Elite Gayrimenkul İnşaat Ltd. Şti.,+90 548 855 20 66,https://www.eliteinsaatsti.info.tr,ist.general@eliteinsaatsti.info.tr,Zeynep Kılıç,Güngören,Generated Database,Generated
Emin Marketing Ltd. Şti.,+90 216 982 45 57,https://www.eminmarketingst.com.tr,customer@eminmarketingst.com.tr,Erkan Tuncer,Güngören,Generated Database,Generated
Sağlam Konsultant Ltd. Şti.,+90 541 195 84 77,,istanbul.genel@saglamkonsultan.net.tr,Hüseyin Çelik,Güngören,Generated Database,Generated
Beyoğlu Yeşil Emlak Ltd.,+90 537 231 85 19,https://www.beyogluyesil.net.tr,consultant@beyogluyesil.net.tr,Dilek Aksoy,Güngören,Generated Database,Generated
Silver Consulting,+90 536 840 19 45,,contact@silver.org.tr,Nevin Korkmaz,Güngören,Generated Database,Generated
Royal Sağlam Konut Ltd. Şti.,+90 538 138 92 50,https://www.royalsaglamkonu.com,istanbul.manager@royalsaglamkonu.com,Fatih Kılıç,Güngören,Generated Database,Generated
Home Emlak,+90 530 575 12 45,https://www.home.com,general@home.com,Kemal Bulut,Güngören,Generated Database,Generated
Platinum Geliştirme,+90 548 887 66 76,https://www.platinumgelisti.com,iletisim@platinumgelisti.com,Abdullah Türk,Güngören,Generated Database,Generated
İleriye Millet Kiralama Ltd. Şti.,+90 545 801 62 29,,istanbul.musteri@ileriyemilletki.com.tr,Serkan Kurt,Güngören,Generated Database,Generated
Yeni Kiralama A.Ş.,+90 212 518 46 26,https://www.yenikiralamaas.com.tr,mudur.ist@yenikiralamaas.com.tr,Abdullah Özkan,Güngören,Generated Database,Generated
Trust Gayrimenkul A.Ş.,+90 545 452 21 12,https://www.trustas.com,info@trustas.com,Yusuf Özdemir,Güngören,Generated Database,Generated
Aile Yapı İnş. San. Tic. Ltd. Şti.,+90 534 919 25 19,https://www.aileyapiinssant.info.tr,servis.ist@aileyapiinssant.info.tr,,Güngören,Generated Database,Generated
Nehir Rental Gayrimenkul A.Ş.,+90 212 693 92 61,https://www.nehirrentalas.info.tr,service@nehirrentalas.info.tr,Ali Çetin,Güngören,Generated Database,Generated
Ege Danışmanlık Ltd. Şti.,+90 542 923 93 30,https://www.egedanismanliks.com,director@egedanismanliks.com,,Güngören,Generated Database,Generated
İş Gayrimenkul Ltd.,+90 541 350 45 33,,genel@isemlak.com,Cem Işık,Güngören,Generated Database,Generated
Garden Güven Investment İnşaat Ltd. Şti.,+90 546 837 56 87,https://www.gardenguveninve.net.tr,direktor@gardenguveninve.net.tr,,Güngören,Generated Database,Generated
Güvenli Konut İnş. San. Tic. Ltd. Şti.,+90 212 770 57 64,https://www.guvenlikonutins.com,customer@guvenlikonutins.com,Ömer Yıldız,Güngören,Generated Database,Generated
Future Emlak Ltd.,+90 216 769 33 82,https://www.future.info.tr,ofis@future.info.tr,İbrahim Korkmaz,Güngören,Generated Database,Generated
Industry İnşaat İnş. San. Tic. Ltd. Şti.,+90 541 837 90 48,https://www.industryinsaati.com,ist.director@industryinsaati.com,,Güngören,Generated Database,Generated
Reliable Emlak Ltd. Şti.,+90 540 977 15 53,,sales@reliablesti.net.tr,,Güngören,Generated Database,Generated
Prestij Konsultant Ltd.,+90 212 348 77 66,,service@prestijkonsulta.info.tr,,Güngören,Generated Database,Generated
Innovation Development San. Tic. A.Ş.,+90 531 283 36 90,https://www.innovationdevel.org.tr,customer@innovationdevel.org.tr,,Güngören,Generated Database,Generated
Platinum Halk Gayrimenkul Yatırım A.Ş.,+90 540 772 24 45,https://www.platinumhalkyat.com,destek@platinumhalkyat.com,,Güngören,Generated Database,Generated
Taksim İnşaat A.Ş.,+90 548 546 90 42,https://www.taksiminsaatas.info.tr,istanbul.mudur@taksiminsaatas.info.tr,,Güngören,Generated Database,Generated
Elite İnşaat San. Tic. A.Ş.,+90 216 646 43 35,https://www.eliteinsaatsant.com,satis@eliteinsaatsant.com,Kaan Çakır,Güngören,Generated Database,Generated
Family Anadolu Yapı,+90 216 363 38 86,https://www.familyanadoluya.com.tr,customer@familyanadoluya.com.tr,Deniz Arslan,Kadıköy,Generated Database,Generated
Vadi Proje İnşaat Ltd. Şti.,+90 212 505 11 76,https://www.vadiprojeinsaat.com.tr,destek@vadiprojeinsaat.com.tr,,Kadıköy,Generated Database,Generated
Trust Investment San. Tic. A.Ş.,+90 531 419 50 66,https://www.trustinvestment.com.tr,danisan.ist@trustinvestment.com.tr,Osman Kaya,Kadıköy,Generated Database,Generated
Güvenli Proje İnşaat Ltd. Şti.,+90 534 397 55 51,https://www.guvenliprojeins.com.tr,director.tr@guvenliprojeins.com.tr,Deniz Yıldız,Kadıköy,Generated Database,Generated
Diamond Rental İnş. San. Tic. Ltd. Şti.,+90 535 464 99 83,https://www.diamondrentalin.net.tr,ist.destek@diamondrentalin.net.tr,Hasan Demir,Kadıköy,Generated Database,Generated
Forest Consulting A.Ş.,+90 216 505 69 57,https://www.forestconsultin.org.tr,istanbul.gayrimenkul@forestconsultin.org.tr,Serkan Yılmaz,Kadıköy,Generated Database,Generated
Prestij Investment A.Ş.,+90 544 107 87 37,,genel@prestijas.com,Ayşe Kara,Kadıköy,Generated Database,Generated
Kalkınma Sanayi Proje Ltd.,+90 545 272 41 16,,ist.ofis@kalkinmasanayip.info.tr,Fatma Güler,Kadıköy,Generated Database,Generated
Premium İnşaat Ltd.,+90 544 829 22 75,https://www.premiuminsaat.org.tr,support@premiuminsaat.org.tr,Tülay Erdoğan,Kadıköy,Generated Database,Generated
Altın İnşaat Gayrimenkul A.Ş.,+90 212 684 54 11,https://www.altininsaatas.info.tr,info.ist@altininsaatas.info.tr,Yusuf Özkan,Kadıköy,Generated Database,Generated
Royal Project Yatırım A.Ş.,+90 542 276 40 56,,direktor@royalprojectyat.com,İsmail Kaya,Kadıköy,Generated Database,Generated
People Danışmanlık Yatırım A.Ş.,+90 216 762 98 73,https://www.peopledanismanl.net.tr,general@peopledanismanl.net.tr,Yusuf Arslan,Kadıköy,Generated Database,Generated
Anadolu Development,+90 216 397 32 85,https://www.anadoludevelopm.com.tr,manager1@anadoludevelopm.com.tr,Hacer Kılıç,Kadıköy,Generated Database,Generated
Sea Investment Yatırım A.Ş.,+90 212 375 74 67,,direktor@seayatirimas.net.tr,İbrahim Ateş,Kadıköy,Generated Database,Generated
Excellence Marketing Yatırım A.Ş.,+90 548 891 68 79,,emlak@excellencemarke.com,Gül Kaya,Kadıköy,Generated Database,Generated
Vatandaş Millet Pazarlama Ltd. Şti.,+90 216 637 59 59,https://www.vatandasmilletp.net.tr,manager@vatandasmilletp.net.tr,Nevin Erdoğan,Kadıköy,Generated Database,Generated
Reliable Marketing Ltd.,+90 539 684 54 92,https://www.reliablemarketi.com.tr,general@reliablemarketi.com.tr,Sevil Yıldız,Kadıköy,Generated Database,Generated
Luxury Development İnşaat Ltd. Şti.,+90 216 822 32 34,https://www.luxurydevelopme.com,mudur@luxurydevelopme.com,Selin Aydın,Kadıköy,Generated Database,Generated
Gold İnşaat San. Tic. A.Ş.,+90 216 999 50 51,https://www.goldinsaatsanti.com.tr,general@goldinsaatsanti.com.tr,Hatice Güler,Kadıköy,Generated Database,Generated
Royal Sales İnşaat Ltd. Şti.,+90 212 530 81 35,https://www.royalsalesinsaa.net.tr,contact@royalsalesinsaa.net.tr,Can Korkmaz,Kadıköy,Generated Database,Generated
Premium Park Yatırım,+90 548 493 74 15,https://www.premiumparkyati.com,danisan@premiumparkyati.com,Can Kaya,Kadıköy,Generated Database,Generated
Superior Platinum Geliştirme Yatırım A.Ş.,+90 532 805 67 93,https://www.superiorplatinu.com,customer@superiorplatinu.com,Kaan Şahin,Kadıköy,Generated Database,Generated
Luxury Ticaret Konut,+90 548 216 10 61,,general@luxuryticaretko.net.tr,Zeynep Korkmaz,Kadıköy,Generated Database,Generated
Kesin Residence Ltd.,+90 543 926 42 76,,consultant@kesinresidence.com,Efe Türk,Kadıköy,Generated Database,Generated
Smart Boğaziçi Marketing Ltd. Şti.,+90 539 898 72 75,https://www.smartbogazicima.com,support.tr@smartbogazicima.com,Merve Arslan,Kadıköy,Generated Database,Generated
Endüstri Kiralama İnşaat Ltd. Şti.,+90 531 175 17 38,,istanbul.emlak@endustrikiralam.net.tr,Selin Kılıç,Kadıköy,Generated Database,Generated
Forest Yatırım San. Tic. A.Ş.,+90 540 786 56 54,https://www.forestyatirimsa.com,admin@forestyatirimsa.com,Mustafa Aydın,Kadıköy,Generated Database,Generated
Akdeniz Marketing Yatırım A.Ş.,+90 216 849 78 68,https://www.akdenizmarketin.com,mudur1@akdenizmarketin.com,Hacer Kara,Kadıköy,Generated Database,Generated
Ev Sales Ltd.,+90 536 987 90 21,,destek@evsales.com.tr,,Kağıthane,Generated Database,Generated
Korporat Sales,+90 530 548 16 67,https://www.korporatsales.org.tr,istanbul.direktor@korporatsales.org.tr,Hatice Çakır,Kağıthane,Generated Database,Generated
Sea Future Proje San. Tic. A.Ş.,+90 540 662 55 83,https://www.seafutureprojes.com.tr,sales.ist@seafutureprojes.com.tr,Cem Aktaş,Kağıthane,Generated Database,Generated
Silver Kalkınma Satış Gayrimenkul A.Ş.,+90 539 373 10 41,https://www.silverkalkinmas.org.tr,info@silverkalkinmas.org.tr,,Kağıthane,Generated Database,Generated
Galata Yatırım Ltd. Şti.,+90 539 866 85 11,,satis@galatayatirimst.info.tr,Tülay Polat,Kağıthane,Generated Database,Generated
Platinum Pazarlama Yatırım A.Ş.,+90 212 420 79 66,https://www.platinumpazarla.info.tr,destek@platinumpazarla.info.tr,Ömer Kurt,Kağıthane,Generated Database,Generated
Ocak Residence Ltd.,+90 531 360 23 62,https://www.ocakresidence.com,support@ocakresidence.com,Mehmet Kılıç,Kağıthane,Generated Database,Generated
Yeşil Marketing Ltd. Şti.,+90 543 611 97 36,https://www.yesilmarketings.org.tr,bilgi@yesilmarketings.org.tr,Selin Işık,Kağıthane,Generated Database,Generated
Superior Valley Real Estate İnşaat Ltd. Şti.,+90 545 168 17 18,https://www.superiorvalleyi.info.tr,iletisim1@superiorvalleyi.info.tr,,Kağıthane,Generated Database,Generated
Reliable Geliştirme İnşaat Ltd. Şti.,+90 544 349 89 86,https://www.reliablegelisti.net.tr,info@reliablegelisti.net.tr,Esra Özkan,Kağıthane,Generated Database,Generated
VIP Sales Yatırım A.Ş.,+90 531 997 17 55,https://www.vipsalesyatirim.com.tr,director@vipsalesyatirim.com.tr,Merve Aslan,Kağıthane,Generated Database,Generated
İleri Rental Ltd.,+90 544 850 88 27,https://www.ilerirental.net.tr,ist.consultant@ilerirental.net.tr,Tülay Polat,Kağıthane,Generated Database,Generated
Millet Bizim Gayrimenkul,+90 531 550 38 18,https://www.milletbizim.com,support@milletbizim.com,,Kağıthane,Generated Database,Generated
Bosphorus Consulting İnş. San. Tic. Ltd. Şti.,+90 530 493 11 70,https://www.bosphorusconsul.info.tr,destek@bosphorusconsul.info.tr,,Kağıthane,Generated Database,Generated
Karadeniz Rental Ltd. Şti.,+90 216 438 17 76,,support.tr@karadenizrental.info.tr,Nevin Bulut,Kağıthane,Generated Database,Generated
Ev Gayrimenkul San. Tic. A.Ş.,+90 532 908 53 25,https://www.evsanticas.com.tr,consultant@evsanticas.com.tr,Serpil Koç,Kağıthane,Generated Database,Generated
Prima VIP Konsultant,+90 543 993 99 90,,satis@primavipkonsult.com,Yusuf Çakır,Kağıthane,Generated Database,Generated
Emin Konut San. Tic. A.Ş.,+90 543 796 44 61,https://www.eminkonutsantic.com,istanbul.servis@eminkonutsantic.com,Serpil Aslan,Kağıthane,Generated Database,Generated
Asia Project Ltd. Şti.,+90 216 662 47 37,,destek@asiaprojectsti.com.tr,Sibel Güler,Kağıthane,Generated Database,Generated
Garden Diamond Marketing A.Ş.,+90 537 719 66 30,https://www.gardendiamondma.com.tr,contact@gardendiamondma.com.tr,Zeynep Koç,Kağıthane,Generated Database,Generated
İleri Yatırım Ltd. Şti.,+90 537 100 79 47,https://www.ileriyatirimsti.net.tr,bilgi@ileriyatirimsti.net.tr,Erkan Bayrak,Kağıthane,Generated Database,Generated
Superior Golden Horn Yatırım İnşaat Ltd. Şti.,+90 543 713 47 75,,customer.tr@superiorgoldenh.com,Ali Işık,Kağıthane,Generated Database,Generated
Quality Yatırım İnş. San. Tic. Ltd. Şti.,+90 216 650 54 69,https://www.qualityyatirimi.net.tr,mudur@qualityyatirimi.net.tr,,Kağıthane,Generated Database,Generated
Safe Emin Marketing İnşaat Ltd. Şti.,+90 534 372 86 22,https://www.safeeminmarketi.com.tr,director@safeeminmarketi.com.tr,İsmail Öztürk,Kağıthane,Generated Database,Generated
Vatandaş Residence Ltd.,+90 542 717 17 89,https://www.vatandasresiden.net.tr,director@vatandasresiden.net.tr,Fatih Çetin,Kağıthane,Generated Database,Generated
Yeni Emlak Yatırım A.Ş.,+90 216 980 37 81,https://www.yeniyatirimas.com,ist.destek@yeniyatirimas.com,Cem Kaya,Kağıthane,Generated Database,Generated
Green Project Gayrimenkul A.Ş.,+90 542 740 26 93,,servis@greenprojectas.org.tr,Fatma Özdemir,Kartal,Generated Database,Generated
Diamond Kiralama,+90 212 484 26 35,,direktor@diamondkiralama.com.tr,Osman Tuncer,Kartal,Generated Database,Generated
Millet Future Geliştirme A.Ş.,+90 541 548 60 24,https://www.milletfuturegel.net.tr,office@milletfuturegel.net.tr,,Kartal,Generated Database,Generated
Altın Forest Project A.Ş.,+90 532 853 79 27,https://www.altinforestproj.org.tr,sales@altinforestproj.org.tr,Abdullah Özdemir,Kartal,Generated Database,Generated
Göl Proje San. Tic. A.Ş.,+90 538 704 62 54,https://www.golprojesantica.com.tr,emlak@golprojesantica.com.tr,Abdullah Çakır,Kartal,Generated Database,Generated
Bizim Korporat Project,+90 537 668 44 16,,musteri.tr@bizimkorporatpr.net.tr,Yusuf Çetin,Kartal,Generated Database,Generated
Tech Real Estate San. Tic. A.Ş.,+90 542 672 35 30,https://www.techsanticas.com,office@techsanticas.com,Gül Kurt,Kartal,Generated Database,Generated
Strong Gayrimenkul A.Ş.,+90 543 953 33 74,https://www.strongas.org.tr,general@strongas.org.tr,Esra Bayrak,Kartal,Generated Database,Generated
Anadolu Gayrimenkul Ltd. Şti.,+90 547 945 33 31,https://www.anadolusti.net.tr,general.ist@anadolusti.net.tr,Erkan Demir,Kartal,Generated Database,Generated
Emin Pazarlama San. Tic. A.Ş.,+90 535 367 65 62,https://www.eminpazarlamasa.com,ist.admin@eminpazarlamasa.com,Onur Erdoğan,Kartal,Generated Database,Generated
Güvenli Sağlam Satış İnş. San. Tic. Ltd. Şti.,+90 534 944 41 61,,contact@guvenlisaglamsa.com.tr,,Kartal,Generated Database,Generated
Gelişim Pazarlama San. Tic. A.Ş.,+90 212 911 47 33,https://www.gelisimpazarlam.net.tr,manager.tr@gelisimpazarlam.net.tr,,Kartal,Generated Database,Generated
Marmara Reliable Gayrimenkul Ltd.,+90 544 860 47 64,https://www.marmarareliable.org.tr,customer@marmarareliable.org.tr,Gülay Erdoğan,Kartal,Generated Database,Generated
İş Marketing İnş. San. Tic. Ltd. Şti.,+90 532 546 37 79,https://www.ismarketinginss.info.tr,emlak@ismarketinginss.info.tr,Murat Aydın,Kartal,Generated Database,Generated
Crown Real Estate Ltd. Şti.,+90 533 831 29 32,https://www.crownsti.org.tr,service@crownsti.org.tr,Yusuf Demir,Kartal,Generated Database,Generated
Green Prime Konsultant Gayrimenkul A.Ş.,+90 530 443 49 23,https://www.greenprimekonsu.com.tr,admin@greenprimekonsu.com.tr,Deniz Bayrak,Kartal,Generated Database,Generated
Prime Emlak İnş. San. Tic. Ltd. Şti.,+90 530 504 66 39,https://www.primeinssantics.net.tr,destek@primeinssantics.net.tr,Hacer Korkmaz,Kartal,Generated Database,Generated
Gold Pazarlama A.Ş.,+90 544 154 75 80,https://www.goldpazarlamaas.info.tr,mudur@goldpazarlamaas.info.tr,Sevil Kurt,Kartal,Generated Database,Generated
Reliable Kiralama İnş. San. Tic. Ltd. Şti.,+90 549 966 93 33,https://www.reliablekiralam.com.tr,ist.consultant@reliablekiralam.com.tr,Ahmet Güler,Kartal,Generated Database,Generated
Taksim Residence İnşaat Ltd. Şti.,+90 535 229 56 81,https://www.taksimresidence.com,office@taksimresidence.com,Murat Aydın,Kartal,Generated Database,Generated
Yeni Investment San. Tic. A.Ş.,+90 534 557 89 37,https://www.yeniinvestments.org.tr,danisan@yeniinvestments.org.tr,İsmail Yılmaz,Kartal,Generated Database,Generated
Platinum Investment Ltd. Şti.,+90 535 374 97 44,https://www.platinuminvestm.org.tr,service@platinuminvestm.org.tr,Fatih Doğan,Kartal,Generated Database,Generated
Ev Real Estate Ltd. Şti.,+90 546 405 76 91,https://www.evsti.info.tr,iletisim@evsti.info.tr,,Kartal,Generated Database,Generated
Emin Gayrimenkul Yatırım A.Ş.,+90 530 920 58 29,https://www.eminyatirimas.net.tr,bilgi@eminyatirimas.net.tr,Dilek Güven,Kartal,Generated Database,Generated
Aile Gayrimenkul Ltd.,+90 538 905 56 39,https://www.aile.com.tr,genel@aile.com.tr,Yusuf Yıldız,Kartal,Generated Database,Generated
Prestij Gelişim Satış Gayrimenkul A.Ş.,+90 549 979 17 28,https://www.prestijgelisims.info.tr,contact@prestijgelisims.info.tr,,Kartal,Generated Database,Generated
Doğru Proje,+90 533 167 28 35,https://www.dogruproje.com,career@dogruproje.com,Hatice Kurt,Fatih,Generated Database,Scraped
Anadolu Kiralama Gayrimenkul A.Ş.,+90 216 772 53 93,https://www.anadolukiralama.info.tr,admin@anadolukiralama.info.tr,Burak Erdoğan,Küçükçekmece,Generated Database,Generated
Solid İnşaat,+90 546 620 64 86,https://www.solidinsaat.info.tr,servis@solidinsaat.info.tr,Hüseyin Erdoğan,Küçükçekmece,Generated Database,Generated
Strong Marketing İnşaat Ltd. Şti.,+90 547 464 69 11,https://www.strongmarketing.com,bilgi@strongmarketing.com,Mehmet Şahin,Küçükçekmece,Generated Database,Generated
Yeşil Investment Yatırım A.Ş.,+90 548 618 57 51,https://www.yesilinvestment.com.tr,office1@yesilinvestment.com.tr,Kemal Güler,Küçükçekmece,Generated Database,Generated
Digital Yatırım İnş. San. Tic. Ltd. Şti.,+90 212 318 78 27,,manager.ist@digitalyatirimi.net.tr,İsmail Bulut,Küçükçekmece,Generated Database,Generated
Luxury İstanbul Yatırım Yatırım A.Ş.,+90 216 856 41 82,https://www.luxuryistanbuly.info.tr,manager@luxuryistanbuly.info.tr,Fatma Bayrak,Küçükçekmece,Generated Database,Generated
Industry Rental Ltd. Şti.,+90 543 288 85 43,https://www.industryrentals.info.tr,ist.bilgi@industryrentals.info.tr,Ahmet Kurt,Küçükçekmece,Generated Database,Generated
Prestij Satış,+90 545 154 27 86,https://www.prestijsatis.info.tr,ofis@prestijsatis.info.tr,Hasan Bayrak,Küçükçekmece,Generated Database,Generated
